"","C-FOMI-AGAR-POT-63-16S","C-FOMI-AGAR-POT-64-16S","C-PENI-AGAR-OAT-65-16S","C-PENI-AGAR-OAT-66-16S","C-PENI-AGAR-POT-56-16S","C-PENI-AGAR-POT-57-16S","C-PENI-AGAR-POT-62-16S","C-UNKN-AGAR-OAT-50-16S","C-UNKN-AGAR-OAT-52-16S","C-UNKN-AGAR-OAT-59-16S","C-UNKN-AGAR-OAT-60-16S","C-UNKN-AGAR-OAT-61-16S","C-UNKN-AGAR-POT-55-16S","C-UNKN-AGAR-POT-67-16S","F-MSUB-WOOD-EPB-20-16S","F-MSUB-WOOD-EPB-22-16S","F-MSUB-WOOD-SAB-28-16S","L-CBRA-BARK-BOJ-02-16S","L-CFUR-BARK-BOJ-01-16S","L-CFUR-BARK-BOJ-11-16S","L-CFUR-BARK-BOJ-12-16S","L-CFUR-WOOD-BOJ-15-16S","L-CSTE-BARK-UKN-42-16S","L-CSTE-WOOD-EPB-39-16S","L-CTRI-BARK-BOJ-06-16S","L-CTRI-BARK-BOJ-08-16S","L-CTRI-BARK-BOJ-21-16S","L-CTRI-BARK-BOJ-36-16S","L-CTRI-BARK-BOJ-46-16S","L-CTRI-WOOD-BOJ-26-16S"
"ASV182",0,0,0,0,0,0,4.78884152057317,0,0,0,0,0,0,0,0,0,0,5.11259213725166,5.59040786371274,5.32974085752074,5.01329210485109,5.06330953003481,6.08021091510225,0,5.55691470318073,0,0,0,4.22270433024762,0
"ASV183",0,0,0,0,0,0,2.84873795337134,0,0,0,0,0,0,5.06234946917464,0,0,0,0,7.83253814183486,3.69035789326146,5.59235487073633,0,0,0,0,1.41036919101578,0,0,0,3.80921976869313
"ASV184",0,0,0,0,0,0,2.30176047618774,0,0,0,0,0,0,0,0,0,7.69672512308082,3.24998882308581,5.40914403727211,2.8516751299437,0,5.48634966951196,4.22001354027792,0,0,0,0,0,0,3.55421827542867
"ASV185",0,0,0,2.30462387086484,5.24571139437317,3.56003749062429,2.30176047618774,4.5319727696329,5.15445900707788,3.24907549934226,4.21715969204709,5.06136961969284,4.6692126986763,5.55691470318073,0,4.95751907737788,4.02886234577662,0,0,0,0,0,0,0,0,0,0,5.19871667877188,0,0
"ASV186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02785657496748,0,0,0,0,0,0,4.12705092677855,6.58545128938637,0,0,0,0,6.84626081135123
"ASV188",0,0,0,0,4.02886234577662,0,0,0,0,0,0,4.30282660421151,0,0,0,0,5.8400485181293,0,0,0,6.05474790458301,0,0,4.53394269090796,0,0,0,6.68051024693714,0,5.68607330537979
"ASV189",5.29214819899053,0,4.9624182292529,4.79190090983114,0,0,0,3.40954818642534,3.81024719328316,4.60411851716103,0,4.38368958166871,3.92557897962707,5.55691470318073,0,4.30082075013562,0,0,0,0,0,0,0,0,0,0,0,4.21412173319146,0,0
"ASV190",4.12984438172934,0,4.03170771161728,0,4.12608165672493,3.24998882308581,0,4.95854016703806,4.84795355714375,3.41241462209411,4.21715969204709,4.79190090983114,4.732370330589,4.96051876457815,0,5.24368605165158,3.55721876857149,0,0,0,0,0,0,0,0,0,0,5.5175340666323,0,0
"ASV192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67202611178137,0,0,0,0,0,0,0,0,0,7.25699721932977,0,6.19690750404479,0,0,3.24421653788547
"ASV193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81806395814089,4.03170771161728,0,3.55721876857149,0,5.29028112827007,4.22001354027792,0,0,0,0,0,0,4.29978489623515
"ASV194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8400485181293,0,0,0,4.304750616241,0,0,6.42266729459546,0,5.01135300837303,3.92745319305359,0,0,6.91573510083841
"ASV195",0,4.91138569804235,0,0,3.0629611624422,0,0,4.45926467034986,5.65495258729187,0,6.63488425808006,0,6.74708864191294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68734844491572,0,0
"ASV196",0,0,0,3.2471928104918,5.59040786371274,0,0,5.71961642736266,5.48237530309777,0,0,0,5.37097077607442,0,0,5.77953842034464,0,0,0,0,0,0,0,0,0,0,0,4.78884152057317,0,0
"ASV198",0,0,0,0,5.01135300837303,3.24998882308581,3.06000183547625,4.95854016703806,4.95751907737788,3.81414513314532,3.2471928104918,4.21715969204709,4.53394269090796,5.69013708288908,0,5.05934716862036,3.0629611624422,0,0,0,0,0,0,0,0,0,0,5.44418920483241,0,0
"ASV199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86842206408047,0,0,0,4.304750616241,0,0,6.63587187997793,0,3.69035789326146,4.30568396730808,0,0,6.86042589816892
"ASV200",0,0,0,3.0629611624422,0,0,0,0,0,0,0,1.41036919101578,0,0,0,0,0,0,0,0,0,0,0,7.19108350037261,5.15746358935306,0,5.52350125184743,0,0,6.41859102527682
"ASV201",0,0,0,0,0,0,0,7.17780049758747,0,0,0,0,0,4.79287836781391,0,5.32771431319128,0,0,0,0,0,0,0,0,0,0,0,6.72763597230764,0,0
"ASV202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38746632135826,0,0,0,0,0,0,0,0,0,7.53011074917558,0,2.30731403391093,0,0,3.06000183547625
"ASV204",0,0,0,6.76131135954301,0,0,0,0,0,0,0,0,6.83603624721353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54675330881115,0,0
"ASV205",0,0,0,0,5.95034066523343,0,0,4.79090288208497,3.68837330542942,0,0,0,6.74708864191294,3.81320066565672,0,5.8663892652909,2.60398111002659,0,0,0,0,0,0,0,0,0,0,5.15341377840159,0,0
"ASV206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27766713890172
"ASV207",0,0,0,0,0,0,2.84873795337134,0,0,0,0,0,0,3.41147868947068,0,0,0,0,7.81806395814089,3.55721876857149,5.06330953003481,0,0,0,0,2.8516751299437,0,0,0,4.52991722244515
"ASV208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56725765027284,0,0,0,0,0,6.73363256368828,0,0,4.60218723558553,0,5.80802398917266,0,5.10664195262921
"ASV209",3.06663181426026,0,0,0,3.69035789326146,0,6.0497113898736,4.60119121893146,4.53095616207781,0,4.46025900284941,4.02886234577662,6.14944211558064,4.02983007942743,0,5.10768679689565,0,0,0,0,0,0,0,0,0,0,0,4.78884152057317,0,0
"ASV210",0,0,0,0,0,0,2.84873795337134,0,0,0,0,0,0,0,0,0,0,0,7.76622919807363,3.812236741275,5.20372900633375,0,0,0,3.69131941685597,1.41036919101578,0,0,0,4.5991340155307
"ASV213",0,0,0,0,4.66823649463597,4.03170771161728,2.30176047618774,3.92362671955078,5.15445900707788,3.24907549934226,3.55721876857149,4.79190090983114,4.6692126986763,5.59139129891629,0,5.0093314069448,3.0629611624422,0,0,0,0,0,0,0,0,0,0,5.10664195262921,0,0
"ASV214",0,5.81673001142739,0,0,0,0,2.84873795337134,0,0,0,0,0,0,0,0,1.92425217820816,0,0,1.41036919101578,0,0,0,0,5.8120903067034,0,7.33945506211084,2.60671215218126,0,0,4.12304793015951
"ASV216",0,0,0,0,0,0,2.60107412473747,0,0,0,0,0,0,3.24814374828883,0,0,0,0,7.71246242654677,4.38368958166871,5.449210011952,0,0,0,0,1.41036919101578,0,0,0,4.02583343452227
"ASV217",0,0,0,0,0,0,0,4.21616865041216,0,0,6.66754478999243,3.69035789326146,6.26073369361373,0,0,0,0,0,0,0,0,0,0,6.34397133537397,0,0,0,3.80921976869313,0,0
"ASV218",0,0,0,3.69035789326146,0,0,0,6.00147172184365,6.9700555539222,0,0,3.41052348130679,0,3.41147868947068,0,6.02582232778567,4.02886234577662,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV219",0,0,0,0,0,0,4.21412173319146,0,0,0,0,3.2471928104918,0,0,0,0,0,0,7.16743677900032,5.15648299571096,4.7333274619954,0,0,0,4.732370330589,3.812236741275,0,3.68734844491572,0,3.55421827542867
"ASV220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10918467263696,3.81507091403104,0,2.8516751299437,0,4.67016919007581,3.81507091403104,0,6.55083118602458,0,0,0,0,3.68734844491572
"ASV221",0,0,6.70238657957506,0,0,0,0,0,6.38083201938842,0,0,0,0,0,0,6.78922045881955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV222",0,0,3.0657412859729,0,4.02886234577662,3.24998882308581,3.06000183547625,4.45926467034986,4.72937720340156,3.92652545007672,2.8516751299437,4.60218723558553,4.60316272525049,5.78255480272144,0,5.05934716862036,3.41052348130679,0,0,0,0,0,0,0,0,0,0,5.15341377840159,0,0
"ASV223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88499444224503,5.68915311105468,1.92609533022279,0,3.0648331492074,0,0,0,0,0,0,0,0
"ASV224",0,0,4.38655008001745,0,4.21715969204709,2.85443448339978,3.40753382560632,4.30183434039076,4.38168152301758,3.24907549934226,4.21715969204709,5.01135300837303,4.02983007942743,5.37097077607442,0,4.78988339997421,3.69035789326146,0,0,0,0,0,0,0,0,0,0,5.15341377840159,0,0
"ASV225",0,0,0,4.60218723558553,3.92461300970249,2.30731403391093,3.06000183547625,3.81125254106907,4.72937720340156,3.0648331492074,2.60398111002659,4.02886234577662,4.02983007942743,4.732370330589,4.30659920568853,5.19976226821802,0,0,0,0,0,0,0,0,3.92557897962707,0,0,5.44418920483241,0,4.02583343452227
"ASV226",0,0,0,4.12608165672493,3.0629611624422,0,0,4.73039605853481,6.19197224745988,3.55911675348362,0,0,5.95132589263062,0,0,5.62204929274905,0,0,0,0,0,0,0,0,0,5.10971004193674,0,4.38064452946185,0,0
"ASV227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8426315189513,5.52061093063562,3.41052348130679,0,3.41241462209411,0,0,0,0,0,0,0,0
"ASV228",0,0,0,3.2471928104918,3.41052348130679,1.92872125959552,3.24421653788547,4.73039605853481,4.90377627872355,2.30643526573662,3.812236741275,2.60398111002659,4.02983007942743,4.6692126986763,3.56094036747309,5.62204929274905,0,0,0,0,0,0,0,0,3.41147868947068,0,0,5.40606931458204,0,3.55421827542867
"ASV229",0,0,0,0,0,0,2.30176047618774,0,0,0,0,0,0,0,0,0,0,0,7.84686855085396,3.69035789326146,4.96147799088479,0,0,0,0,1.92609533022279,0,0,0,3.92158962618573
"ASV230",0,0,0,0,0,0,0,3.24622187856941,0,0,0,0,0,0,0,3.40855194132997,0,0,0,0,4.21908133658477,0,0,4.30379842084143,0,3.92461300970249,3.24998882308581,3.06000183547625,0,7.70936466156329
"ASV231",0,0,0,3.812236741275,5.15648299571096,0,0,5.44626140735398,5.65495258729187,0,0,0,5.52159396394172,0,0,5.74938603602914,0,0,0,0,0,0,0,0,0,0,0,3.68734844491572,0,0
"ASV233",5.11351528729966,0,4.22001354027792,4.66823649463597,3.0629611624422,0,0,4.12509199478929,3.81024719328316,1.41205935111211,0,3.55721876857149,4.12705092677855,6.05378215293115,0,4.30082075013562,0,0,0,0,0,0,0,0,0,0,0,3.80921976869313,0,0
"ASV234",0,0,0,0,0,0,5.10664195262921,0,0,0,0,0,0,0,5.33355229565703,0,0,5.45015369605374,5.20178695471371,5.44726467835125,4.38561570549781,5.62602691645428,0,0,3.81320066565672,0,0,0,3.69585064552209,0
"ASV235",4.03261911206266,0,5.11259213725166,4.12608165672493,4.30282660421151,0,0,4.30183434039076,4.30082075013562,3.81414513314532,0,4.66823649463597,3.69131941685597,0,0,3.92261923547629,0,0,0,0,0,0,0,4.79287836781391,3.06390669300359,0,0,4.52991722244515,0,5.15341377840159
"ASV237",0,0,0,3.55721876857149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12201353207719,5.15746358935306,4.60218723558553,5.6598757797833,0,0,0
"ASV238",0,0,0,3.0629611624422,5.01135300837303,0,0,5.15548176414625,5.62204929274905,0,0,0,5.59139129891629,0,0,6.07527791448159,0,0,0,0,0,0,0,0,0,0,0,4.66518103555497,0,0
"ASV239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12762714156011
"ASV240",3.9283629355959,0,5.29122381345898,3.41052348130679,3.92461300970249,0,0,4.79090288208497,4.30082075013562,2.85353312709936,0,3.55721876857149,4.85095022138614,0,0,3.55524008424415,0,0,0,0,0,0,0,5.20276788611211,4.12705092677855,0,0,4.12304793015951,0,4.84691108678879
"ASV241",2.3081757793488,0,0,3.69035789326146,3.2471928104918,0,0,4.38269622765604,3.81024719328316,3.69226153352378,0,3.41052348130679,0,0,0,3.81024719328316,0,0,0,0,0,0,0,4.85095022138614,3.06390669300359,0,6.90810446496962,4.21412173319146,0,4.38064452946185
"ASV242",0,0,0,0,0,0,3.92158962618573,0,0,0,0,0,0,0,0,0,0,7.19300212839753,3.812236741275,3.41052348130679,0,5.65893093386777,0,0,4.79287836781391,4.53296798524737,0,0,0,0
"ASV243",0,6.81164820016546,0,0,6.83504811368427,0,0,0,0,0,0,0,0,5.75240195798455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV245",0,0,0,0,0,0,0,6.23715811344536,0,0,0,0,6.07829834043868,0,0,6.72868897939922,0,0,0,0,0,0,0,0,0,0,0,5.00828741236449,0,0
"ASV246",0,0,0,3.55721876857149,5.20178695471371,0,0,5.75041265575133,5.19976226821802,0,0,0,5.28931940410023,0,0,5.44523656555716,0,0,0,0,0,0,0,0,0,0,0,4.5991340155307,0,0
"ASV247",0,0,0,0,0,0,3.68734844491572,0,4.53095616207781,0,0,0,0,0,0,0,0,0,1.41036919101578,0,0,0,0,5.44824726802765,2.8526135922884,7.50221275929004,3.0657412859729,0,0,2.84873795337134
"ASV248",0,0,0,0,0,5.59329936581174,0,0,0,0,0,3.812236741275,0,0,0,0,0,0,5.62407953913819,5.06136961969284,5.06330953003481,0,0,2.8526135922884,0,0,0,0,0,0
"ASV249",0,0,0,0,0,0,1.40769769889183,0,2.84973818607418,0,0,0,0,0,0,2.60206406960106,0,0,0,0,0,0,0,6.05378215293115,0,7.48399079651465,3.24998882308581,0,0,3.68734844491572
"ASV250",0,0,0,0,4.38368958166871,0,0,3.24622187856941,0,0,0,0,0,0,7.22726684622479,0,0,0,0,0,0,0,0,0,6.40339207914754,0,0,3.55421827542867,0,0
"ASV251",0,0,3.56003749062429,4.12608165672493,5.10971004193674,5.15936614848676,0,3.55623994065571,4.38168152301758,0,0,3.2471928104918,3.24814374828883,5.48538670290256,0,4.66622157560777,0,0,0,0,0,0,0,0,0,0,0,3.92158962618573,0,0
"ASV252",0,0,3.24998882308581,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24571139437317,0,0,0,0,0,6.34588580179877,6.07829834043868,0,0,0,0,0,0
"ASV253",0,0,0,0,5.15648299571096,0,0,5.20078537804972,5.44523656555716,0,0,0,5.33072268808443,0,0,5.58837800390171,0,0,0,0,0,0,0,0,0,0,0,4.90273326197918,0,0
"ASV254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02980778451529,0,0,0,0,0,7.55844641325336,0,0,4.12304793015951
"ASV256",0,0,0,0,4.53296798524737,3.24998882308581,3.24421653788547,4.38269622765604,4.95751907737788,3.69226153352378,3.92461300970249,4.53296798524737,4.38466246531215,5.24669264337592,0,4.53095616207781,3.812236741275,0,0,0,0,0,0,0,0,0,0,4.90273326197918,0,0
"ASV257",0,0,0,0,0,0,4.66518103555497,0,0,0,0,0,0,0,0,0,0,7.0389344514237,4.12608165672493,4.66823649463597,4.304750616241,5.33168468872433,0,0,4.02983007942743,0,0,0,0,0
"ASV258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03261911206266,0,0,0,0,0,0,0,0,0,7.15696182459434,0,2.85443448339978,0,0,2.30176047618774
"ASV259",0,0,0,0,0,0,2.60107412473747,0,0,0,0,0,0,0,0,0,7.60696059581059,2.60671215218126,0,2.60398111002659,0,5.29028112827007,3.0657412859729,0,0,0,0,0,0,3.80921976869313
"ASV260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18171762810736,4.53296798524737,3.0629611624422,4.7333274619954,5.449210011952,0,0,4.732370330589,0,0,0,0,0
"ASV261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04941307823411
"ASV262",0,0,0,3.55721876857149,5.01135300837303,0,0,5.51960720636199,5.19976226821802,0,0,0,5.48538670290256,0,0,5.24368605165158,0,0,0,0,0,0,0,0,0,0,0,4.52991722244515,0,0
"ASV263",0,0,0,0,5.68915311105468,0,0,6.38186133027048,0,0,0,0,4.85095022138614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV264",0,0,0,4.84997221013579,0,0,0,5.75041265575133,4.66622157560777,0,0,0,5.97763014718119,0,0,0,5.59040786371274,0,0,0,0,0,0,0,0,0,0,5.62100082902414,0,0
"ASV265",0,0,0,3.69035789326146,0,0,0,0,3.81024719328316,0,0,4.02886234577662,5.89723330545261,0,0,4.60017379255692,0,0,0,0,0,0,0,0,0,0,0,4.38064452946185,0,0
"ASV267",0,0,0,0,0,0,5.44418920483241,0,0,0,0,0,0,0,0,5.65495258729187,4.02886234577662,0,4.38368958166871,0,0,0,0,0,0,6.74610072703381,0,0,0,4.90273326197918
"ASV268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15888032781555,4.46025900284941,4.73139347292034,0,5.55787808298118,0,0,4.85095022138614,0,0,0,0,0
"ASV269",0,0,0,3.812236741275,4.30282660421151,3.0657412859729,2.60107412473747,4.95854016703806,4.95751907737788,2.60582003835657,3.0629611624422,4.21715969204709,3.81320066565672,4.30379842084143,3.69409057446122,4.90377627872355,0,0,0,0,0,0,0,0,0,0,0,5.15341377840159,0,0
"ASV270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01370041607403,4.38368958166871,4.30282660421151,0,4.79383608702331,0,0,4.85095022138614,5.36998867861617,0,0,0,0
"ASV272",0,0,0,0,0,0,0,0,5.77953842034464,0,6.69948226781226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68051024693714,0,0
"ASV273",0,0,0,0,0,0,0,0,3.92261923547629,0,0,0,0,0,0,0,4.21715969204709,5.01423276630199,3.0629611624422,5.28833785589375,0,0,0,0,0,6.38286897322187,0,5.40606931458204,0,4.84691108678879
"ASV274",0,0,0,0,0,0,2.30176047618774,0,0,0,0,0,0,0,0,0,0,0,1.92609533022279,0,0,0,0,5.8120903067034,0,7.35958383149723,3.24998882308581,3.55421827542867,0,3.92158962618573
"ASV275",4.12984438172934,0,0,3.69035789326146,4.30282660421151,0,3.06000183547625,3.92362671955078,4.60017379255692,2.85353312709936,3.69035789326146,3.2471928104918,3.55817743476339,4.02983007942743,3.56094036747309,4.90377627872355,0,0,0,0,0,0,0,0,3.41147868947068,0,0,5.10664195262921,0,3.40753382560632
"ASV277",0,0,0,3.69035789326146,0,0,0,0,0,0,0,2.60398111002659,0,0,0,0,0,0,0,0,0,0,0,7.29932396552739,4.53394269090796,4.30282660421151,5.41203235110886,0,0,0
"ASV278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8775464185,0,4.79190090983114,0,4.60411851716103,0,0,5.37097077607442,0,0,0,5.62100082902414,0,0
"ASV279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95692205639517,0,0,0,0,0,0,0,0,0,0,0,7.02037188990829,0,0
"ASV280",0,0,0,3.92461300970249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25699721932977,4.85095022138614,4.46025900284941,5.24859647279088,0,0,0
"ASV282",0,0,0,0,0,4.90867305664251,0,0,0,0,0,3.69035789326146,0,0,0,0,5.28833785589375,0,5.01135300837303,4.73139347292034,5.06330953003481,0,0,0,0,0,0,0,0,0
"ASV283",0,0,0,0,0,0,0,4.6672397480831,5.19976226821802,0,0,0,5.95132589263062,0,5.45107906047874,0,0,0,0,0,0,0,0,0,0,0,0,3.80921976869313,0,0
"ASV284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01135300837303,0,0,0,4.21908133658477,0,0,6.34397133537397,0,4.02886234577662,0,0,0,6.72763597230764
"ASV285",0,0,0,0,0,0,3.40753382560632,4.02787425360618,4.53095616207781,0,0,0,5.7216054129579,0,0,0,0,0,4.21715969204709,4.12608165672493,0,0,0,0,0,0,0,3.55421827542867,0,0
"ASV286",3.25088443472866,0,0,0,3.0629611624422,0,0,4.38269622765604,4.12408106414509,0,4.66823649463597,3.41052348130679,5.15746358935306,3.69131941685597,0,4.30082075013562,0,0,0,6.42168030130811,0,0,0,0,0,0,0,3.92158962618573,0,0
"ASV287",0,0,0,3.812236741275,4.73139347292034,1.41287934986477,1.92330042271182,4.38269622765604,4.53095616207781,1.92786346225951,3.2471928104918,4.02886234577662,3.92557897962707,4.85095022138614,3.06663181426026,4.84795355714375,0,0,0,0,0,0,0,0,0,0,0,5.10664195262921,0,0
"ASV288",0,0,0,3.55721876857149,4.02886234577662,1.41287934986477,2.60107412473747,3.92362671955078,4.90377627872355,0,3.2471928104918,4.02886234577662,4.21813031247312,4.38466246531215,4.22092765425545,5.19976226821802,0,0,0,0,0,0,0,0,2.8526135922884,0,0,4.45721094906755,0,0
"ASV289",0,0,0,0,5.65698320289351,0,0,4.45926467034986,4.21515630946021,0,0,0,0,4.21813031247312,0,3.81024719328316,3.92461300970249,0,0,0,0,0,0,0,0,0,0,4.38064452946185,0,0
"ASV291",0,0,0,0,5.01135300837303,0,0,0,0,4.12800062864158,0,0,0,0,5.01515516864753,0,0,0,0,0,0,0,0,0,5.55691470318073,5.24571139437317,0,0,0,6.14536978754825
"ASV292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43740279546804,3.0657412859729,0,0,0,5.33168468872433,4.128931537079,0,0,0,0,0,0,3.40753382560632
"ASV293",0,0,0,0,0,0,5.05830273480614,0,5.10768679689565,0,0,4.79190090983114,0,0,0,0,0,0,0,5.28833785589375,6.46142909530301,0,0,0,0,0,0,4.72833596520326,0,0
"ASV294",0,0,0,0,0,0,0,3.55623994065571,0,0,0,0,0,0,0,1.92425217820816,0,0,0,0,0,0,0,5.55691470318073,3.24814374828883,7.30872532914226,2.85443448339978,0,0,3.55421827542867
"ASV295",0,0,0,3.0629611624422,4.21715969204709,1.92872125959552,1.92330042271182,4.02787425360618,4.30082075013562,0,3.2471928104918,3.2471928104918,4.30379842084143,4.85095022138614,2.60758697729955,5.48237530309777,0,0,0,0,0,0,0,0,3.41147868947068,0,0,5.19871667877188,0,0
"ASV296",0,0,0,0,4.12608165672493,3.0657412859729,2.60107412473747,4.79090288208497,4.02686492754735,2.60582003835657,3.69035789326146,4.60218723558553,4.38466246531215,5.33072268808443,0,4.72937720340156,3.69035789326146,0,0,0,0,0,0,0,0,0,0,4.5991340155307,0,0
"ASV298",0,0,0,0,0,0,0,5.44626140735398,0,0,0,4.66823649463597,0,0,0,5.40711641943199,0,0,0,0,0,0,0,5.95132589263062,0,0,0,3.80921976869313,0,0
"ASV300",3.06663181426026,0,0,3.812236741275,4.21715969204709,0,0,5.01035295730335,4.53095616207781,0,4.21715969204709,4.12608165672493,0,3.41147868947068,0,4.90377627872355,0,0,0,0,0,0,0,0,0,0,0,4.21412173319146,0,0
"ASV301",0,0,0,0,5.92354800015198,0,3.92158962618573,4.6672397480831,4.12408106414509,0,0,0,0,0,0,4.78988339997421,0,0,3.92461300970249,5.24571139437317,0,0,0,5.11069027568974,0,0,0,3.80921976869313,0,0
"ASV302",0,0,0,0,4.38368958166871,3.41333204217858,3.06000183547625,4.38269622765604,4.38168152301758,3.0648331492074,3.2471928104918,4.53296798524737,4.21813031247312,5.52159396394172,0,4.38168152301758,2.60398111002659,0,0,0,0,0,0,0,0,0,0,4.29978489623515,0,0
"ASV303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13072761375264,6.58446380790748,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66823649463597,0,0,0,3.41241462209411,0,0,6.19499405563159,0,3.812236741275,3.56003749062429,0,0,6.74300856236704
"ASV307",0,0,0,0,6.80600407698766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28833785589375,0,6.39931606418618,0,0
"ASV308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35958383149723,3.24998882308581,0,2.60398111002659,0,5.371933038044,4.128931537079,0,0,0,0,0,0,0
"ASV309",0,0,0,2.60398111002659,0,0,0,5.10870917808504,0,4.304750616241,5.48440388579879,0,5.48538670290256,0,0,3.40855194132997,0,0,0,0,0,0,0,0,0,0,0,5.19871667877188,0,0
"ASV310",0,0,0,0,3.92461300970249,3.92745319305359,0,4.60119121893146,4.53095616207781,3.24907549934226,3.55721876857149,4.38368958166871,4.53394269090796,4.732370330589,0,4.21515630946021,3.0629611624422,0,0,0,0,0,0,0,0,0,0,5.15341377840159,0,0
"ASV311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71858997121749,6.98511083807046,0,4.21715969204709,0,4.304750616241,0,0,4.30379842084143,0,0,0,0,0,0
"ASV312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21530973484007,4.30282660421151,3.2471928104918,0,5.06330953003481,0,0,4.732370330589,0,0,0,0,0
"ASV313",0,0,0,0,4.02886234577662,3.56003749062429,0,4.02787425360618,3.92261923547629,2.30643526573662,3.0629611624422,4.53296798524737,4.12705092677855,4.85095022138614,0,4.21515630946021,2.8516751299437,0,0,0,0,0,0,5.41012638739861,0,0,0,4.5991340155307,0,0
"ASV314",0,0,0,0,0,0,3.92158962618573,0,5.36796158283455,0,0,0,5.20276788611211,0,0,4.02686492754735,6.05279649146554,0,0,5.15648299571096,0,0,0,0,0,0,0,4.78884152057317,0,0
"ASV315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88045201882254,3.69035789326146,3.92461300970249,5.15842437886,5.24765407458025,0,0,4.21813031247312,0,0,0,0,0
"ASV317",0,0,0,0,0,0,0,0,6.58242558767144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06997542293552,0,0
"ASV318",0,0,0,0,0,0,0,0,0,0,0,3.812236741275,0,0,0,0,0,0,0,7.08520889460174,6.10337080428421,0,0,0,0,0,3.92745319305359,0,0,0
"ASV319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01233244663676,0,7.1900946164084,2.30731403391093,0,0,3.80921976869313
"ASV320",0,0,0,0,0,0,4.45721094906755,0,0,0,0,0,0,0,0,0,0,6.89434449379955,3.92461300970249,4.38368958166871,0,5.15842437886,0,0,4.53394269090796,0,0,0,0,0
"ASV321",0,0,0,0,0,0,0,0,7.17676910376627,0,0,0,0,0,0,6.40036806297298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV322",0,0,0,0,0,0,1.40769769889183,0,0,0,0,0,0,0,0,0,7.23436990450705,3.0657412859729,0,3.2471928104918,0,5.01329210485109,4.03170771161728,0,0,0,0,0,0,3.80921976869313
"ASV326",0,0,0,0,0,0,0,5.10870917808504,4.60017379255692,0,0,0,0,0,0,6.16937631498366,0,0,0,0,0,0,0,0,0,0,0,6.59837621614872,0,0
"ASV327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60597408218802,0,0,0,0,0,0,0,0,0,6.87853465184989,0,6.00537534584941,0,0,4.38064452946185
